Player,Pos,Team,Total Value,APY,TotalGuaranteed,AVGGuranteeYear, %Guaranteed,,23624.82895,456 IN LOWER CLASS,,23.218,,,,
Tyquan Lewis,EDGE,Colts,12000000,6000000,6700000,3350000,0.56,,,,,,,,,
Tyrod Taylor,QB,Jets,12000000,6000000,8500000,4250000,0.71,,,,,,,,,
Juwan Johnson,TE,Saints,12010000,6005000,8510000,4255000,0.71,,,,,,,,,
Evan Neal,RT,Giants,24551256,6137814,24551256,6137814,1,,,,,,,,,
Darius Slayton,WR,Giants,6200000,6200000,0,0,0,,,,,,,,,
Alex Anzalone,LB,Lions,18750000,6250000,9000000,3000000,0.48,,,,,,,,,
D.J. Wonnum,EDGE,Panthers,12500000,6250000,1250000,625000,0.1,,,,,,,,,
Josey Jewell,LB,Panthers,18750000,6250000,10125000,3375000,0.54,,,,,,,,,
Tyree Wilson,EDGE,Raiders,25005500,6251375,25005500,6251375,1,,,,,,,,,
Drue Tranquill,LB,Chiefs,19000000,6333333,12500000,4166667,0.66,,,,,,,,,
Ogbonnia Okoronkwo,EDGE,Browns,19000000,6333333,10830000,3610000,0.57,,,,,,,,,
Miles Sanders,RB,Panthers,25400000,6350000,13000000,3250000,0.51,,,,,,,,,
Harrison Butker,K,Chiefs,25600000,6400000,15000000,3750000,0.59,,,,,,,,,
Rashod Bateman,WR,Ravens,12871897,6435949,4500000,2250000,0.35,,,,,,,,,
Bobby Wagner,LB,Commanders,6500000,6500000,6060000,6060000,0.93,,,,,,,,,
David Andrews,C,Patriots,6500000,6500000,8000000,8000000,1,,,,,,,,,
Kendrick Bourne,WR,Patriots,19500000,6500000,5500000,1833333,0.28,,,,,,,,,
Marcus Davenport,EDGE,Lions,6500000,6500000,3000000,3000000,0.46,,,,,,,,,
Shy Tuttle,IDL,Panthers,19500000,6500000,13000000,4333333,0.67,,,,,,,,,
T.J. Edwards,LB,Bears,19500000,6500000,7900000,2633333,0.41,,,,,,,,,
Tyron Smith,LT,Jets,6500000,6500000,6500000,6500000,1,,,,,,,,,
J.C. Latham,LT,Titans,26045188,6511297,26045188,6511297,1,,,,,,,,,
Brandon Jones,S,Broncos,20000000,6666667,11000000,3666667,0.55,,,,,,,,,
Graham Glasgow,RG,Lions,20000000,6666667,8000000,2666667,0.4,,,,,,,,,
Germaine Pratt,LB,Bengals,20250000,6750000,7000000,2333333,0.35,,,,,,,,,
Ja'Whaun Bentley,LB,Patriots,13500000,6750000,9000000,4500000,0.67,,,,,,,,,
Joseph Noteboom,LT,Rams,6750000,6750000,6000000,6000000,0.89,,,,,,,,,
Tyler Conklin,TE,Jets,20250000,6750000,10000000,3333333,0.49,,,,,,,,,
Tyrann Mathieu,S,Saints,13750000,6875000,7500000,3750000,0.55,,,,,,,,,
Ikem Ekwonu,LT,Panthers,27568050,6892013,27568050,6892013,1,,,,,,,,,
Aaron Brewer,C,Dolphins,21000000,7000000,10215000,3405000,0.49,,,,,,,,,
Aaron Jones,RB,Vikings,7000000,7000000,7000000,7000000,1,,,,,,,,,
Arden Key,EDGE,Titans,21000000,7000000,13000000,4333333,0.62,,,,,,,,,
Bilal Nichols,IDL,Cardinals,21000000,7000000,12000000,4000000,0.57,,,,,,,,,
DeMarcus Walker,IDL,Bears,21000000,7000000,10500000,3500000,0.5,,,,,,,,,
Donovan Wilson,S,Cowboys,21000000,7000000,13500000,4500000,0.64,,,,,,,,,
Geno Stone,S,Bengals,14000000,7000000,6000000,3000000,0.43,,,,,,,,,
James Conner,RB,Cardinals,21000000,7000000,13500000,4500000,0.64,,,,,,,,,
Jermaine Eluemunor,RT,Giants,14000000,7000000,6750000,3375000,0.48,,,,,,,,,
Jerome Baker,LB,Seahawks,7000000,7000000,6022500,6022500,0.86,,,,,,,,,
Josh Oliver,TE,Vikings,21000000,7000000,8200000,2733333,0.39,,,,,,,,,
Juan Thornhill,S,Browns,21000000,7000000,14000000,4666667,0.67,,,,,,,,,
Malik Hooker,S,Cowboys,21000000,7000000,11000000,3666667,0.52,,,,,,,,,
Marquise Brown,WR,Chiefs,7000000,7000000,6500000,6500000,0.93,,,,,,,,,
Raekwon Davis,IDL,Colts,14000000,7000000,7000000,3500000,0.5,,,,,,,,,
Rasul Douglas,CB,Bills,21000000,7000000,5300000,1766667,0.25,,,,,,,,,
Stephon Gilmore,CB,Vikings,7000000,7000000,7000000,7000000,1,,,,,,,,,
Zaven Collins,LB,Cardinals,14000000,7000000,11250000,5625000,0.8,,,,,,,,,
Paris Johnson Jr.,RT,Cardinals,28052460,7013115,28052460,7013115,1,,,,,,,,,
Kaden Elliss,LB,Falcons,21500000,7166667,10160000,10160000,0.47,,,,,,,,,
Roy Robertson-Harris,IDL,Jaguars,21600000,7200000,14400000,4800000,0.67,,,,,,,,,
Darnell Savage Jr.,S,Jaguars,21750000,7250000,12500000,4166667,0.58,,,,,,,,,
Javon Kinlaw,IDL,Jets,7250000,7250000,6910000,6910000,0.95,,,,,,,,,
Tony Pollard,RB,Titans,21750000,7250000,10490000,3496667,0.48,,,,,,,,,
Trey Pipkins,RT,Chargers,21750000,7250000,13250000,4416667,0.61,,,,,,,,,
Malik Nabers,WR,Giants,29207750,7301938,29207750,7301938,1,,,,,,,,,
Connor McGovern,LG,Bills,22350000,7450000,9900000,3300000,0.44,,,,,,,,,
A'Shawn Robinson,IDL,Panthers,22500000,7500000,7375000,2458333,0.33,,,,,,,,,
Blake Cashman,LB,Vikings,22500000,7500000,9475000,3158333,0.42,,,,,,,,,
Colby Parkinson,TE,Rams,22500000,7500000,10250000,3416667,0.46,,,,,,,,,
Darious Williams,CB,Rams,22500000,7500000,7000000,2333333,0.31,,,,,,,,,
Harrison Phillips,IDL,Vikings,15000000,7500000,10266667,5133334,0.68,,,,,,,,,
John Franklin-Myers,EDGE,Broncos,15000000,7500000,8000000,4000000,0.53,,,,,,,,,
Justin Simmons,S,Falcons,7500000,7500000,7500000,7500000,1,,,,,,,,,
Kendall Fuller,CB,Dolphins,15000000,7500000,7975000,3987500,0.53,,,,,,,,,
Kevin Byard,S,Bears,15000000,7500000,7390000,3695000,0.49,,,,,,,,,
Pete Werner,LB,Saints,22500000,7500000,11185185,3728395,0.5,,,,,,,,,
Ronnie Stanley,LT,Ravens,7500000,7500000,6000000,6000000,0.8,,,,,,,,,
Robert Woods,WR,Texans,15250000,7625000,10000000,5000000,0.66,,,,,,,,,
Jauan Jennings,WR,49ers,15390000,7695000,8435000,4217500,0.55,,,,,,,,,
Ja'Marr Chase,WR,Bengals,30819642,7704911,30819642,7704911,1,,,,,,,,,
Kenneth Murray,LB,Titans,15500000,7750000,7490000,3745000,0.48,,,,,,,,,
Kayvon Thibodeaux,EDGE,Giants,31339040,7834760,31339040,7834760,1,,,,,,,,,
Devon Witherspoon,CB,Seahawks,31861152,7965288,31861152,7965288,1,,,,,,,,,
Andre James,C,Raiders,24000000,8000000,13000000,4333333,0.54,,,,,,,,,
Andrew Wylie,RT,Commanders,24000000,8000000,12000000,4000000,0.5,,,,,,,,,
Charles Omenihu,EDGE,Chiefs,16000000,8000000,8600000,4300000,0.54,,,,,,,,,
Curtis Samuel,WR,Bills,24000000,8000000,14020000,14020000,0.58,,,,,,,,,
D'Andre Swift,RB,Bears,24000000,8000000,14000000,4666667,0.58,,,,,,,,,
DaQuan Jones,IDL,Bills,16000000,8000000,10500000,5250000,0.66,,,,,,,,,
Derrick Henry,RB,Ravens,16000000,8000000,9000000,4500000,0.56,,,,,,,,,
Ezra Cleveland,LG,Jaguars,24000000,8000000,14250000,4750000,0.59,,,,,,,,,
Isaac Seumalo,LG,Steelers,24000000,8000000,6950000,2316667,0.29,,,,,,,,,
Jacoby Brissett,QB,Patriots,8000000,8000000,6500000,6500000,0.81,,,,,,,,,
Mike Danna,EDGE,Chiefs,24000000,8000000,13000000,4333333,0.54,,,,,,,,,
Samson Ebukam,EDGE,Colts,24000000,8000000,10755000,3585000,0.45,,,,,,,,,
Dre Greenlaw,LB,49ers,16400000,8200000,7008301,3504151,0.43,,,,,,,,,
Kyle Pitts,TE,Falcons,32910496,8227624,32910496,8227624,1,,,,,,,,,
Joe Alt,RT,Chargers,33160944,8290236,33160944,8290236,1,,,,,,,,,
Adam Thielen,WR,Panthers,25000000,8333333,14000000,4666667,0.56,,,,,,,,,
Jabrill Peppers,S,Patriots,25000000,8333333,11680000,3893333,0.47,,,,,,,,,
Ahmad Gardner,CB,Jets,33450798,8362700,33450798,8362700,1,,,,,,,,,
Anthony Richardson,QB,Colts,33994030,8498508,33994030,8498508,1,,,,,,,,,
Lavonte David,LB,Buccaneers,8500000,8500000,0,0,0,,,,,,,,,
Sean Murphy-Bunting,CB,Cardinals,25500000,8500000,14195000,4731667,0.56,,,,,,,,,
Tyler Higbee,TE,Rams,17000000,8500000,11075980,5537990,0.65,,,,,,,,,
Trey Lance,QB,Cowboys,34105258,8526315,34105258,8526315,1,,,,,,,,,
C.J. Mosley,LB,Jets,17250000,8625000,13250000,6625000,0.77,,,,,,,,,
Demario Davis,LB,Saints,17250000,8625000,13250000,6625000,0.77,,,,,,,,,
Derek Stingley Jr.,CB,Texans,34657516,8664379,34657516,8664379,1,,,,,,,,,
Alex Cappa,RG,Bengals,35000000,8750000,11000000,2750000,0.31,,,,,,,,,
Austin Corbett,RG,Panthers,26250000,8750000,19600000,6533333,0.75,,,,,,,,,
Byron Murphy,CB,Vikings,17500000,8750000,8100000,4050000,0.46,,,,,,,,,
Jordyn Brooks,LB,Dolphins,26250000,8750000,9500000,3166667,0.36,,,,,,,,,
Zach Wilson,QB,Broncos,35150680,8787695,35150680,8787670,1,,,,,,,,,
Will Anderson Jr.,EDGE,Texans,35212818,8803205,35212818,8803205,1,,,,,,,,,
James Daniels,RG,Steelers,26500000,8833333,8750000,2916667,0.33,,,,,,,,,
Marvin Harrison Jr.,WR,Cardinals,35374742,8843686,35374742,8843686,1,,,,,,,,,
Aidan Hutchinson,EDGE,Lions,35715388,8928847,35715388,8928847,1,,,,,,,,,
"Chauncey Gardner-Johnson, Jr.",S,Eagles,27000000,9000000,10000000,3333333,0.37,,,,,,,,,
Davon Godchaux,IDL,Patriots,18000000,9000000,15650000,7825000,0.87,,,,,,,,,
Harrison Smith,S,Vikings,9000000,9000000,7000000,7000000,0.78,,,,,,,,,
Hunter Henry,TE,Patriots,27000000,9000000,15800000,5266667,0.59,,,,,,,,,
Logan Wilson,LB,Bengals,36000000,9000000,10000000,2500000,0.28,,,,,,,,,
Rhamondre Stevenson,RB,Patriots,36000000,9000000,17116000,4279000,0.48,,,,,,,,,
Yetur Gross-Matos,EDGE,49ers,18000000,9000000,9390000,4695000,0.52,,,,,,,,,
C.J. Stroud,QB,Texans,36279246,9069812,36279246,9069812,1,,,,,,,,,
Drake Maye,QB,Patriots,36639764,9159941,36639764,9159941,1,,,,,,,,,
Travon Walker,EDGE,Jaguars,37372624,9343156,37372624,9343156,1,,,,,,,,,
Jayden Daniels,QB,Commanders,37746650,9436663,37746650,9436663,1,,,,,,,,,
Bryce Young,QB,Panthers,37955074,9488769,37955074,9488769,1,,,,,,,,,
Jonathan Jones,CB,Patriots,19000000,9500000,13000000,6500000,0.68,,,,,,,,,
Larry Ogunjobi,IDL,Steelers,28750000,9583333,12000000,4000000,0.42,,,,,,,,,
Dawson Knox,TE,Bills,29500000,9833333,12750000,4250000,0.43,,,,,,,,,
Caleb Williams,QB,Bears,39486058,9871515,39486058,9871515,1,,,,,,,,,
Joe Mixon,RB,Texans,19750000,9875000,13000000,6500000,0.66,,,,,,,,,
Amani Hooker,S,Titans,30000000,10000000,17150000,5716667,0.57,,,,,,,,,
Andrew Van Ginkel,EDGE,Vikings,20000000,10000000,10000000,5000000,0.5,,,,,,,,,
B.J. Hill,IDL,Bengals,30000000,10000000,13000000,4333333,0.43,,,,,,,,,
Bobby Okereke,LB,Giants,40000000,10000000,21800000,5450000,0.55,,,,,,,,,
Brandin Cooks,WR,Cowboys,20000000,10000000,12000000,6000000,0.6,,,,,,,,,
Brandon Scherff,RG,Jaguars,10000000,10000000,9750000,4875000,0.98,,,,,,,,,
D.J. Jones,IDL,Broncos,30000000,10000000,20000000,6666667,0.67,,,,,,,,,
Denico Autry,EDGE,Texans,20000000,10000000,10500000,5250000,0.53,,,,,,,,,
Foyesade Oluokun,LB,Jaguars,30000000,10000000,21500000,7166667,0.72,,,,,,,,,
Jadeveon Clowney,EDGE,Panthers,20000000,10000000,12000000,6000000,0.6,,,,,,,,,
"Jon Runyan, Jr.",LG,Giants,30000000,10000000,17000000,5666667,0.57,,,,,,,,,
Josh Sweat,EDGE,Eagles,10000000,10000000,9500000,9500000,0.95,,,,,,,,,
Kenny Moore,CB,Colts,30000000,10000000,16000000,5333333,0.53,,,,,,,,,
Leonard Floyd,EDGE,49ers,20000000,10000000,12000000,6000000,0.6,,,,,,,,,
Mike Williams,WR,Jets,10000000,10000000,8300000,8300000,0.83,,,,,,,,,
Nate Davis,RG,Bears,30000000,10000000,17500000,4375000,0.58,,,,,,,,,
Sam Darnold,QB,Vikings,10000000,10000000,8750000,8750000,0.88,,,,,,,,,
Sam Hubbard,EDGE,Bengals,40000000,10000000,10000000,2500000,0.25,,,,,,,,,
Taysom Hill,TE,Saints,40000000,10000000,10100000,2525000,0.25,,,,,,,,,
Tyler Biadasz,C,Commanders,30000000,10000000,17700000,5900000,0.59,,,,,,,,,
Justin Jones,IDL,Cardinals,30165000,10055000,17750000,5916667,0.59,,,,,,,,,
Michael Carter II,CB,Jets,30750000,10250000,13063500,4354500,0.43,,,,,,,,,
Taron Johnson,CB,Bills,30750000,10250000,16650000,5550000,0.54,,,,,,,,,
Zach Sieler,IDL,Dolphins,30750000,10250000,17725000,5908333,0.58,,,,,,,,,
Frankie Luvu,EDGE,Commanders,31000000,10333333,14625000,4875000,0.47,,,,,,,,,
Zaire Franklin,LB,Colts,31260000,10420000,17620000,5873333,0.56,,,,,,,,,
Justin Reid,S,Chiefs,31500000,10500000,20485000,6828333,0.65,,,,,,,,,
Noah Fant,TE,Seahawks,21000000,10500000,11490000,5745000,0.55,,,,,,,,,
Allen Lazard,WR,Jets,44000000,11000000,22000000,5500000,0.5,,,,,,,,,
Cesar Ruiz,RG,Saints,44000000,11000000,18188981,4547245,0.41,,,,,,,,,
D.J. Reader,IDL,Lions,22000000,11000000,7425000,3712500,0.34,,,,,,,,,
D.J. Reed,CB,Jets,33000000,11000000,18000000,6000000,0.55,,,,,,,,,
Dorance Armstrong Jr.,EDGE,Commanders,33000000,11000000,16125000,5375000,0.49,,,,,,,,,
Jakobi Meyers,WR,Raiders,33000000,11000000,16000000,5333333,0.49,,,,,,,,,
Julian Love,S,Seahawks,33000000,11000000,11965000,3988333,0.36,,,,,,,,,
Matt Judon,EDGE,Falcons,22500000,11250000,14000000,7000000,0.62,,,,,,,,,
Azeez Al-Shaair,LB,Texans,34000000,11333333,21500000,7166667,0.63,,,,,,,,,
Davon Hamilton,IDL,Jaguars,34500000,11500000,20000000,6666667,0.58,,,,,,,,,
Kaleb McGary,RT,Falcons,34500000,11500000,15000000,5000000,0.44,,,,,,,,,
Maliek Collins,IDL,49ers,23000000,11500000,18500000,9250000,0.8,,,,,,,,,
Rob Havenstein,RT,Rams,34500000,11500000,13176471,4392157,0.38,,,,,,,,,
Za'Darius Smith,EDGE,Browns,23000000,11500000,12000000,6000000,0.52,,,,,,,,,
David Onyemata,IDL,Falcons,35000000,11666667,24500000,8166667,0.7,,,,,,,,,
Shaquille Mason,RG,Texans,35000000,11666667,22000000,7333333,0.63,,,,,,,,,
Austin Jackson,RT,Dolphins,36000000,12000000,13066124,4355375,0.36,,,,,,,,,
Chidobe Awuzie,CB,Titans,36000000,12000000,19000000,6333333,0.53,,,,,,,,,
Dalton Schultz,TE,Texans,36000000,12000000,23500000,7833333,0.65,,,,,,,,,
Erik McCoy,C,Saints,60000000,12000000,20090000,4018000,0.34,,,,,,,,,
Grant Delpit,S,Browns,36000000,12000000,14909558,4969853,0.41,,,,,,,,,
Jalen Thompson,S,Cardinals,36000000,12000000,20000000,6666667,0.56,,,,,,,,,
Josh Jacobs,RB,Packers,48000000,12000000,12500000,3125000,0.26,,,,,,,,,
Pat Freiermuth,TE,Steelers,48400000,12100000,11600000,2900000,0.24,,,,,,,,,
Sheldon Rankins,IDL,Bengals,24500000,12250000,8000000,4000000,0.33,,,,,,,,,
Ryan Kelly,C,Colts,49650000,12412500,25350000,6337500,0.51,,,,,,,,,
Cole Kmet,TE,Bears,50000000,12500000,22893000,5723250,0.46,,,,,,,,,
Gardner Minshew,QB,Raiders,25000000,12500000,15000000,7500000,0.6,,,,,,,,,
Jeremiah Owusu-Koramoah,LB,Browns,37500000,12500000,20000000,6666667,0.53,,,,,,,,,
Lloyd Cushenberry,C,Titans,50000000,12500000,26000000,6500000,0.52,,,,,,,,,
Preston Smith,EDGE,Packers,37500000,12500000,0,0,0,,,,,,,,,
Saquon Barkley,RB,Eagles,37750000,12583333,26000000,8666667,0.69,,,,,,,,,
James Bradberry,CB,Eagles,38000000,12666667,20000000,6666667,0.53,,,,,,,,,
Terron Armstead,LT,Dolphins,38630000,12876667,10000000,3333333,0.26,,,,,,,,,
Ben Powers,LG,Broncos,52000000,13000000,27000000,6750000,0.52,,,,,,,,,
Carl Granderson,EDGE,Saints,52000000,13000000,22130000,5532500,0.43,,,,,,,,,
Chase Young,EDGE,Saints,13000000,13000000,12550000,12550000,0.97,,,,,,,,,
Darius Slay,CB,Eagles,39000000,13000000,23000000,7666667,0.59,,,,,,,,,
Darnell Mooney,WR,Falcons,39000000,13000000,26000000,8666667,0.67,,,,,,,,,
DeAndre Hopkins,WR,Titans,26000000,13000000,10980000,5490000,0.42,,,,,,,,,
Gabriel Davis,WR,Jaguars,39000000,13000000,24000000,8000000,0.62,,,,,,,,,
Grover Stewart,IDL,Colts,39000000,13000000,17990000,5996667,0.46,,,,,,,,,
Jamel Dean,CB,Buccaneers,52000000,13000000,21500000,5375000,0.41,,,,,,,,,
Cameron Jordan,EDGE,Saints,26500000,13250000,28482647,14241324,1,,,,,,,,,
Damien Lewis,LG,Panthers,53000000,13250000,26215000,6553750,0.5,,,,,,,,,
Demarcus Lawrence,EDGE,Cowboys,40000000,13333333,30000000,10000000,0.75,,,,,,,,,
Charvarius Ward,CB,49ers,40500000,13500000,18060000,6020000,0.45,,,,,,,,,
Frank Ragnow,C,Lions,54000000,13500000,27960640,6990160,0.52,,,,,,,,,
Patrick Queen,LB,Steelers,41000000,13666666,13840000,4613333,0.34,,,,,,,,,
David Njoku,TE,Browns,54750000,13687500,17000000,4250000,0.31,,,,,,,,,
Courtland Sutton,WR,Broncos,27500000,13750000,0,0,0,,,,,,,,,
Evan Engram,TE,Jaguars,41250000,13750000,24000000,8000000,0.58,,,,,,,,,
Jonathan Taylor,RB,Colts,42000000,14000000,19347556,6449185,0.46,,,,,,,,,
Marcus Williams,S,Ravens,70000000,14000000,17080000,3416000,0.24,,,,,,,,,
Mark Andrews,TE,Ravens,56000000,14000000,30083059,7520765,0.54,,,,,,,,,
Budda Baker,S,Cardinals,28200000,14100000,13400000,6700000,0.48,,,,,,,,,
Matt Milano,LB,Bills,28330000,14165000,17150000,8575000,0.61,,,,,,,,,
Wyatt Teller,RG,Browns,56800000,14200000,16591500,4147875,0.29,,,,,,,,,
Dallas Goedert,TE,Eagles,57000000,14250000,14877549,3719387,0.26,,,,,,,,,
Dalvin Tomlinson,IDL,Browns,57000000,14250000,25000000,6250000,0.44,,,,,,,,,
Arik Armstead,IDL,Jaguars,43500000,14500000,28000000,9333333,0.64,,,,,,,,,
Cameron Heyward,IDL,Steelers,29000000,14500000,16000000,8000000,0.55,,,,,,,,,
Kyle Dugger,S,Patriots,58000000,14500000,29750000,7437500,0.51,,,,,,,,,
Ryan Ramczyk,RT,Saints,43500000,14500000,6500000,2166667,0.15,,,,,,,,,
Carlton Davis,CB,Lions,44500000,14833333,24500000,8166667,0.55,,,,,,,,,
Alvin Kamara,RB,Saints,75000000,15000000,17833000,3566600,0.24,,,,,,,,,
George Kittle,TE,49ers,75000000,15000000,30000000,6000000,0.4,,,,,,,,,
Haason Reddick,EDGE,Jets,45000000,15000000,30000000,10000000,0.67,,,,,,,,,
Jack Conklin,RT,Browns,60000000,15000000,13985000,3496250,0.23,,,,,,,,,
Jonah Williams,LT,Cardinals,30000000,15000000,19000000,9500000,0.63,,,,,,,,,
Tyler Lockett,WR,Seahawks,30000000,15000000,12660000,6330000,0.42,,,,,,,,,
Uchenna Nwosu,EDGE,Seahawks,45000000,15000000,16600000,5533333,0.37,,,,,,,,,
Zach Allen,IDL,Broncos,45750000,15250000,32500000,10833333,0.71,,,,,,,,,
Joe Thuney,LG,Chiefs,80000000,16000000,31890000,6378000,0.4,,,,,,,,,
Joel Bitonio,LG,Browns,48000000,16000000,14602942,4867647,0.3,,,,,,,,,
Kevin Dotson,RG,Rams,48000000,16000000,24000000,8000000,0.5,,,,,,,,,
Jessie Bates III,S,Falcons,64020000,16005000,36000000,9000000,0.56,,,,,,,,,
Orlando Brown Jr.,LT,Bengals,64092000,16023000,31100000,7775000,0.49,,,,,,,,,
Grady Jarrett,IDL,Falcons,49500000,16500000,34470588,11490196,0.7,,,,,,,,,
T.J. Hockenson,TE,Vikings,66000000,16500000,29292000,7323000,0.44,,,,,,,,,
Terence Steele,RT,Cowboys,82500000,16500000,23554000,4710800,0.29,,,,,,,,,
Xavier McKinney,S,Packers,67000000,16750000,23000000,5750000,0.34,,,,,,,,,
Alex Highsmith,EDGE,Steelers,68000000,17000000,17010000,4252500,0.25,,,,,,,,,
Ed Oliver,IDL,Bills,68000000,17000000,24528000,6132000,0.36,,,,,,,,,
Elgton Jenkins,LG,Packers,68000000,17000000,24000000,6000000,0.35,,,,,,,,,
Garett Bolles,LT,Broncos,68000000,17000000,21000000,5250000,0.31,,,,,,,,,
Jonah Jackson,LG,Rams,51000000,17000000,25500000,8500000,0.5,,,,,,,,,
Taylor Moton,RT,Panthers,85000000,17000000,43000000,8600000,0.51,,,,,,,,,
Bryce Huff,EDGE,Eagles,51100000,17033333,34000000,11333333,0.67,,,,,,,,,
Travis Kelce,TE,Chiefs,34250000,17125000,17000000,8500000,0.5,,,,,,,,,
Dre'Mont Jones,IDL,Seahawks,51530000,17176667,23000000,7666667,0.45,,,,,,,,,
Braden Smith,RT,Colts,70000000,17500000,32000000,8000000,0.46,,,,,,,,,
Harold Landry,EDGE,Titans,87500000,17500000,35250000,7050000,0.4,,,,,,,,,
Jerry Jeudy,WR,Browns,52500000,17500000,41000000,13666667,0.78,,,,,,,,,
Mike McGlinchey,RT,Broncos,87500000,17500000,35000000,7000000,0.4,,,,,,,,,
Cam Robinson,LT,Jaguars,52750000,17583333,33000000,11000000,0.63,,,,,,,,,
Vita Vea,IDL,Buccaneers,71000000,17750000,14734440,3683610,0.21,,,,,,,,,
Christian Kirk,WR,Jaguars,72000000,18000000,37000000,9250000,0.51,,,,,,,,,
Creed Humphrey,C,Chiefs,72000000,18000000,35000000,8750000,0.49,,,,,,,,,
Jonathan Allen,IDL,Commanders,72000000,18000000,33142235,8285559,0.46,,,,,,,,,
Quinn Meinerz,RG,Broncos,72000000,18000000,24000000,6000000,0.33,,,,,,,,,
Spencer Brown,RT,Bills,72000000,18000000,19855000,4963750,0.28,,,,,,,,,
Tremaine Edmunds,LB,Bears,72000000,18000000,41800000,10450000,0.58,,,,,,,,,
Kolton Miller,LT,Raiders,54015000,18005000,25000000,8333333,0.46,,,,,,,,,
Minkah Fitzpatrick,S,Steelers,72988000,18247000,36000000,9000000,0.49,,,,,,,,,
Diontae Johnson,WR,Panthers,36710000,18355000,19000000,9500000,0.52,,,,,,,,,
Zack Martin,RG,Cowboys,36850000,18425000,36850000,18425000,1,,,,,,,,,
Brian O'Neill,RT,Vikings,92500000,18500000,22576118,4515224,0.24,,,,,,,,,
Jake Matthews,LT,Falcons,55500000,18500000,26558823,8852941,0.48,,,,,,,,,
Samuel Cosmi,RG,Commanders,74000000,18500000,26616000,6654000,0.36,,,,,,,,,
Tytus Howard,RT,Texans,56000000,18666667,36002000,12000667,0.64,,,,,,,,,
Christian McCaffrey,RB,49ers,38000000,19000000,24000000,12000000,0.63,,,,,,,,,
Derwin James,S,Chargers,76000000,19000000,38584471,9646118,0.51,,,,,,,,,
Jaylon Johnson,CB,Bears,76000000,19000000,43800000,10950000,0.58,,,,,,,,,
Jonathan Greenard,EDGE,Vikings,76000000,19000000,38000000,9500000,0.5,,,,,,,,,
Khalil Mack,EDGE,Chargers,19000000,19000000,19000000,19000000,1,,,,,,,,,
Michael Onwenu,RT,Patriots,57000000,19000000,36500000,12166667,0.64,,,,,,,,,
Fred Warner,LB,49ers,95225000,19045000,27500000,5500000,0.29,,,,,,,,,
Von Miller,EDGE,Bills,76355000,19088750,8500000,2125000,0.11,,,,,,,,,
L'Jarius Sneed,CB,Titans,76400000,19100000,44000000,11000000,0.58,,,,,,,,,
Tyson Campbell,CB,Jaguars,76500000,19125000,31400000,7850000,0.41,,,,,,,,,
Marshon Lattimore,CB,Saints,97000000,19400000,44346588,8869318,0.46,,,,,,,,,
Trevon Diggs,CB,Cowboys,97000000,19400000,33304000,6660800,0.34,,,,,,,,,
Marlon Humphrey,CB,Ravens,97500000,19500000,39957407,7991481,0.41,,,,,,,,,
Amari Cooper,WR,Browns,100000000,20000000,40000000,8000000,0.4,,,,,,,,,
Chris Godwin,WR,Buccaneers,60000000,20000000,40000000,13333333,0.67,,,,,,,,,
Jawaan Taylor,RT,Chiefs,80000000,20000000,40000000,10000000,0.5,,,,,,,,,
Lane Johnson,RT,Eagles,80000000,20000000,30000000,7500000,0.38,,,,,,,,,
Quenton Nelson,LG,Colts,80000000,20000000,41000000,10250000,0.51,,,,,,,,,
Robert Hunt,RG,Panthers,100000000,20000000,44000000,8800000,0.44,,,,,,,,,
Roquan Smith,LB,Ravens,100000000,20000000,45000000,9000000,0.45,,,,,,,,,
Taylor Decker,LT,Lions,60000000,20000000,31830000,10610000,0.53,,,,,,,,,
Dion Dawkins,LT,Bills,60060000,20020000,30205000,10068333,0.5,,,,,,,,,
Keenan Allen,WR,Bears,80100000,20025000,32000000,8000000,0.4,,,,,,,,,
Denzel Ward,CB,Browns,100500000,20100000,44500000,8900000,0.44,,,,,,,,,
Joey Bosa,EDGE,Chargers,40360000,20180000,15000000,7500000,0.37,,,,,,,,,
A.J. Terrell,CB,Falcons,81000000,20250000,42344000,10586000,0.52,,,,,,,,,
Chris Lindstrom,RG,Falcons,102500000,20500000,48202000,9640400,0.47,,,,,,,,,
Mike Evans,WR,Buccaneers,41000000,20500000,29000000,14500000,0.71,,,,,,,,,
Christian Barmore,IDL,Patriots,84000000,21000000,31822128,7955532,0.38,,,,,,,,,
Jaire Alexander,CB,Packers,84000000,21000000,30000000,7500000,0.36,,,,,,,,,
Javon Hargrave,IDL,49ers,84000000,21000000,40000000,10000000,0.48,,,,,,,,,
Landon Dickerson,LG,Eagles,84000000,21000000,28890000,7222500,0.34,,,,,,,,,
Trey Hendrickson,EDGE,Bengals,21000000,21000000,8000000,8000000,0.38,,,,,,,,,
"Antoine Winfield, Jr.",S,Buccaneers,84100000,21025000,45000000,11250000,0.54,,,,,,,,,
Kenny Clark,IDL,Packers,64000000,21333333,17500000,5833333,0.27,,,,,,,,,
Leonard Williams,IDL,Seahawks,64500000,21500000,26150000,8716667,0.41,,,,,,,,,
Tee Higgins,WR,Bengals,21816000,21816000,21816000,21816000,1,,,,,,,,,
Bradley Chubb,EDGE,Dolphins,110000000,22000000,33462444,6692489,0.3,,,,,,,,,
Jordan Mailata,LT,Eagles,66000000,22000000,41000000,13666667,0.62,,,,,,,,,
